,total,year,school_year_id,location_id,school_year_name,location_name
299,580772,2013,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
300,2612861,2013,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
301,559874,2013,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
302,3179462,2013,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
303,470980,2013,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
304,3002729,2013,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
305,404776,2013,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
306,2823852,2013,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
307,341105,2013,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
308,2783836,2013,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
309,303353,2013,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
310,3276634,2013,51.0,1,Ens. Médio - 1ª série,Urbana
311,140875,2013,51.0,2,Ens. Médio - 1ª série,Rural
312,2515320,2013,52.0,1,Ens. Médio - 2ª série,Urbana
313,102759,2013,52.0,2,Ens. Médio - 2ª série,Rural
314,2128634,2013,53.0,1,Ens. Médio - 3ª série,Urbana
315,84519,2013,53.0,2,Ens. Médio - 3ª série,Rural
316,63257,2013,54.0,1,Ens. Médio - 4ª série,Urbana
317,2046,2013,54.0,2,Ens. Médio - 4ª série,Rural
318,42880,2013,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
319,526,2013,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
320,1071807,2013,71.0,1,Educação Profissional,Urbana
321,31205,2013,71.0,2,Educação Profissional,Rural
322,3138605,2014,,1,Não classificada,Urbana
323,465930,2014,,2,Não classificada,Rural
324,162058,2014,11.0,1,Creche - Menor de 1 ano,Urbana
325,3930,2014,11.0,2,Creche - Menor de 1 ano,Rural
326,490721,2014,12.0,1,Creche - 1 ano,Urbana
327,15165,2014,12.0,2,Creche - 1 ano,Rural
328,955120,2014,13.0,1,Creche - 2 anos,Urbana
329,55069,2014,13.0,2,Creche - 2 anos,Rural
330,1474177,2014,14.0,1,Creche - 3 anos,Urbana
331,156298,2014,14.0,2,Creche - 3 anos,Rural
332,2000417,2014,21.0,1,Pré-escola - 4 anos,Urbana
333,317108,2014,21.0,2,Pré-escola - 4 anos,Rural
334,1899431,2014,22.0,1,Pré-escola - 5 anos,Urbana
335,327429,2014,22.0,2,Pré-escola - 5 anos,Rural
336,2804580,2014,31.0,1,Ens. Fundamental - 1º Ano,Urbana
337,518651,2014,31.0,2,Ens. Fundamental - 1º Ano,Rural
338,2250473,2014,32.0,1,Ens. Fundamental - 1ª série/2º ano,Urbana
339,442515,2014,32.0,2,Ens. Fundamental - 1ª série/2º ano,Rural
340,2731704,2014,33.0,1,Ens. Fundamental - 2ª série/3º ano,Urbana
341,575045,2014,33.0,2,Ens. Fundamental - 2ª série/3º ano,Rural
342,2683439,2014,34.0,1,Ens. Fundamental - 3ª série/4º ano,Urbana
343,565908,2014,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
344,2695357,2014,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
345,550424,2014,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
346,2959329,2014,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
347,450576,2014,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
348,2941574,2014,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
349,397113,2014,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
350,2722585,2014,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
351,342185,2014,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
352,2657617,2014,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
353,295394,2014,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
354,3262939,2014,51.0,1,Ens. Médio - 1ª série,Urbana
355,143994,2014,51.0,2,Ens. Médio - 1ª série,Rural
356,2503282,2014,52.0,1,Ens. Médio - 2ª série,Urbana
357,104550,2014,52.0,2,Ens. Médio - 2ª série,Rural
358,2139675,2014,53.0,1,Ens. Médio - 3ª série,Urbana
359,85800,2014,53.0,2,Ens. Médio - 3ª série,Rural
360,58683,2014,54.0,1,Ens. Médio - 4ª série,Urbana
361,2451,2014,54.0,2,Ens. Médio - 4ª série,Rural
362,48049,2014,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
363,941,2014,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
364,1345116,2014,71.0,1,Educação Profissional,Urbana
365,29964,2014,71.0,2,Educação Profissional,Rural
366,174327,2015,11.0,1,Creche - Menor de 1 ano,Urbana
367,4253,2015,11.0,2,Creche - Menor de 1 ano,Rural
368,534313,2015,12.0,1,Creche - 1 ano,Urbana
369,16053,2015,12.0,2,Creche - 1 ano,Rural
370,989035,2015,13.0,1,Creche - 2 anos,Urbana
371,54460,2015,13.0,2,Creche - 2 anos,Rural
372,1530767,2015,14.0,1,Creche - 3 anos,Urbana
373,165004,2015,14.0,2,Creche - 3 anos,Rural
374,2014309,2015,21.0,1,Pré-escola - 4 anos,Urbana
375,314512,2015,21.0,2,Pré-escola - 4 anos,Rural
376,1827829,2015,22.0,1,Pré-escola - 5 anos,Urbana
377,306284,2015,22.0,2,Pré-escola - 5 anos,Rural
378,2900881,2015,31.0,1,Ens. Fundamental - 1º Ano,Urbana
379,516373,2015,31.0,2,Ens. Fundamental - 1º Ano,Rural
380,2149094,2015,32.0,1,Ens. Fundamental - 1ª série/2º ano,Urbana
381,407658,2015,32.0,2,Ens. Fundamental - 1ª série/2º ano,Rural
382,2750260,2015,33.0,1,Ens. Fundamental - 2ª série/3º ano,Urbana
383,556606,2015,33.0,2,Ens. Fundamental - 2ª série/3º ano,Rural
384,2602972,2015,34.0,1,Ens. Fundamental - 3ª série/4º ano,Urbana
385,542679,2015,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
386,2642067,2015,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
387,534921,2015,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
388,3012513,2015,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
389,442483,2015,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
390,2720840,2015,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
391,383776,2015,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
392,2659134,2015,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
393,338553,2015,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
394,2515715,2015,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
395,295793,2015,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
396,3091063,2015,51.0,1,Ens. Médio - 1ª série,Urbana
397,142944,2015,51.0,2,Ens. Médio - 1ª série,Rural
398,2501716,2015,52.0,1,Ens. Médio - 2ª série,Urbana
399,109815,2015,52.0,2,Ens. Médio - 2ª série,Rural
400,2083118,2015,53.0,1,Ens. Médio - 3ª série,Urbana
401,90070,2015,53.0,2,Ens. Médio - 3ª série,Rural
402,55194,2015,54.0,1,Ens. Médio - 4ª série,Urbana
403,2230,2015,54.0,2,Ens. Médio - 4ª série,Rural
404,558546,2015,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
405,245599,2015,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
406,1215315,2015,62.0,1,EJA - anos finais do Ens. Fundamental,Urbana
407,163135,2015,62.0,2,EJA - anos finais do Ens. Fundamental,Rural
408,1273328,2015,63.0,1,EJA - Ensino Médio,Urbana
409,35922,2015,63.0,2,EJA - Ensino Médio,Rural
410,1275704,2015,71.0,1,Educação Profissional,Urbana
411,49349,2015,71.0,2,Educação Profissional,Rural
412,190566,2016,11.0,1,Creche - Menor de 1 ano,Urbana
413,4476,2016,11.0,2,Creche - Menor de 1 ano,Rural
414,559353,2016,12.0,1,Creche - 1 ano,Urbana
415,17090,2016,12.0,2,Creche - 1 ano,Rural
416,1042970,2016,13.0,1,Creche - 2 anos,Urbana
417,57913,2016,13.0,2,Creche - 2 anos,Rural
418,1571966,2016,14.0,1,Creche - 3 anos,Urbana
419,161301,2016,14.0,2,Creche - 3 anos,Rural
420,2122918,2016,21.0,1,Pré-escola - 4 anos,Urbana
421,330262,2016,21.0,2,Pré-escola - 4 anos,Rural
422,1874527,2016,22.0,1,Pré-escola - 5 anos,Urbana
423,308043,2016,22.0,2,Pré-escola - 5 anos,Rural
424,2844079,2016,31.0,1,Ens. Fundamental - 1º Ano,Urbana
425,487404,2016,31.0,2,Ens. Fundamental - 1º Ano,Rural
426,2171987,2016,32.0,1,Ens. Fundamental - 1ª série/2º ano,Urbana
427,393290,2016,32.0,2,Ens. Fundamental - 1ª série/2º ano,Rural
428,2750763,2016,33.0,1,Ens. Fundamental - 2ª série/3º ano,Urbana
429,538527,2016,33.0,2,Ens. Fundamental - 2ª série/3º ano,Rural
430,2649862,2016,34.0,1,Ens. Fundamental - 3ª série/4º ano,Urbana
431,529169,2016,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
432,2594660,2016,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
433,520038,2016,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
434,2982227,2016,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
435,438941,2016,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
436,2801981,2016,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
437,380348,2016,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
438,2500061,2016,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
439,331025,2016,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
440,2514601,2016,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
441,300235,2016,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
442,3067646,2016,51.0,1,Ens. Médio - 1ª série,Urbana
443,149149,2016,51.0,2,Ens. Médio - 1ª série,Rural
444,2462964,2016,52.0,1,Ens. Médio - 2ª série,Urbana
445,109974,2016,52.0,2,Ens. Médio - 2ª série,Rural
446,2175817,2016,53.0,1,Ens. Médio - 3ª série,Urbana
447,95357,2016,53.0,2,Ens. Médio - 3ª série,Rural
448,69674,2016,54.0,1,Ens. Médio - 4ª série,Urbana
449,2458,2016,54.0,2,Ens. Médio - 4ª série,Rural
450,545507,2016,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
451,192931,2016,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
452,1221812,2016,62.0,1,EJA - anos finais do Ens. Fundamental,Urbana
453,145285,2016,62.0,2,EJA - anos finais do Ens. Fundamental,Rural
454,1339248,2016,63.0,1,EJA - Ensino Médio,Urbana
455,37391,2016,63.0,2,EJA - Ensino Médio,Rural
456,1181269,2016,71.0,1,Educação Profissional,Urbana
457,50414,2016,71.0,2,Educação Profissional,Rural
458,187709,2017,11.0,1,Creche - Menor de 1 ano,Urbana
459,5149,2017,11.0,2,Creche - Menor de 1 ano,Rural
460,583364,2017,12.0,1,Creche - 1 ano,Urbana
461,21042,2017,12.0,2,Creche - 1 ano,Rural
462,1110867,2017,13.0,1,Creche - 2 anos,Urbana
463,70784,2017,13.0,2,Creche - 2 anos,Rural
464,1627847,2017,14.0,1,Creche - 3 anos,Urbana
465,174074,2017,14.0,2,Creche - 3 anos,Rural
466,2136491,2017,21.0,1,Pré-escola - 4 anos,Urbana
467,326704,2017,21.0,2,Pré-escola - 4 anos,Rural
468,2276722,2017,22.0,1,Pré-escola - 5 anos,Urbana
469,372303,2017,22.0,2,Pré-escola - 5 anos,Rural
470,2119532,2017,31.0,1,Ens. Fundamental - 1º Ano,Urbana
471,374117,2017,31.0,2,Ens. Fundamental - 1º Ano,Rural
472,2475897,2017,32.0,1,Ens. Fundamental - 1ª série/2º ano,Urbana
473,422305,2017,32.0,2,Ens. Fundamental - 1ª série/2º ano,Rural
474,2751911,2017,33.0,1,Ens. Fundamental - 2ª série/3º ano,Urbana
475,523801,2017,33.0,2,Ens. Fundamental - 2ª série/3º ano,Rural
476,2634675,2017,34.0,1,Ens. Fundamental - 3ª série/4º ano,Urbana
477,512319,2017,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
478,2621381,2017,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
479,508281,2017,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
480,2909336,2017,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
481,430501,2017,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
482,2767795,2017,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
483,378351,2017,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
484,2554294,2017,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
485,330568,2017,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
486,2356856,2017,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
487,291836,2017,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
488,2995860,2017,51.0,1,Ens. Médio - 1ª série,Urbana
489,149680,2017,51.0,2,Ens. Médio - 1ª série,Rural
490,2395895,2017,52.0,1,Ens. Médio - 2ª série,Urbana
491,113825,2017,52.0,2,Ens. Médio - 2ª série,Rural
492,2112470,2017,53.0,1,Ens. Médio - 3ª série,Urbana
493,93204,2017,53.0,2,Ens. Médio - 3ª série,Rural
494,66805,2017,54.0,1,Ens. Médio - 4ª série,Urbana
495,2644,2017,54.0,2,Ens. Médio - 4ª série,Rural
496,554262,2017,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
497,235746,2017,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
498,1232212,2017,62.0,1,EJA - anos finais do Ens. Fundamental,Urbana
499,150684,2017,62.0,2,EJA - anos finais do Ens. Fundamental,Rural
500,1386473,2017,63.0,1,EJA - Ensino Médio,Urbana
501,39339,2017,63.0,2,EJA - Ensino Médio,Rural
502,1176054,2017,71.0,1,Educação Profissional,Urbana
503,46128,2017,71.0,2,Educação Profissional,Rural
504,199270,2018,11.0,1,Creche - Menor de 1 ano,Urbana
505,5460,2018,11.0,2,Creche - Menor de 1 ano,Rural
506,589131,2018,12.0,1,Creche - 1 ano,Urbana
507,21431,2018,12.0,2,Creche - 1 ano,Rural
508,1164878,2018,13.0,1,Creche - 2 anos,Urbana
509,76485,2018,13.0,2,Creche - 2 anos,Rural
510,1715671,2018,14.0,1,Creche - 3 anos,Urbana
511,187279,2018,14.0,2,Creche - 3 anos,Rural
512,2177579,2018,21.0,1,Pré-escola - 4 anos,Urbana
513,327584,2018,21.0,2,Pré-escola - 4 anos,Rural
514,2277408,2018,22.0,1,Pré-escola - 5 anos,Urbana
515,357781,2018,22.0,2,Pré-escola - 5 anos,Rural
516,2153139,2018,31.0,1,Ens. Fundamental - 1º Ano,Urbana
517,368469,2018,31.0,2,Ens. Fundamental - 1º Ano,Rural
518,2474313,2018,32.0,1,Ens. Fundamental - 1ª série/2º ano,Urbana
519,413078,2018,32.0,2,Ens. Fundamental - 1ª série/2º ano,Rural
520,2684498,2018,33.0,1,Ens. Fundamental - 2ª série/3º ano,Urbana
521,487014,2018,33.0,2,Ens. Fundamental - 2ª série/3º ano,Rural
522,2638608,2018,34.0,1,Ens. Fundamental - 3ª série/4º ano,Urbana
523,493696,2018,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
524,2618388,2018,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
525,490447,2018,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
526,2913309,2018,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
527,420418,2018,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
528,2722132,2018,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
529,373241,2018,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
530,2544352,2018,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
531,326143,2018,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
532,2416655,2018,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
533,291299,2018,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
534,2837289,2018,51.0,1,Ens. Médio - 1ª série,Urbana
535,148637,2018,51.0,2,Ens. Médio - 1ª série,Rural
536,2374465,2018,52.0,1,Ens. Médio - 2ª série,Urbana
537,115032,2018,52.0,2,Ens. Médio - 2ª série,Rural
538,2077389,2018,53.0,1,Ens. Médio - 3ª série,Urbana
539,99856,2018,53.0,2,Ens. Médio - 3ª série,Rural
540,54645,2018,54.0,1,Ens. Médio - 4ª série,Urbana
541,2616,2018,54.0,2,Ens. Médio - 4ª série,Rural
542,544788,2018,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
543,236400,2018,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
544,1177742,2018,62.0,1,EJA - anos finais do Ens. Fundamental,Urbana
545,149225,2018,62.0,2,EJA - anos finais do Ens. Fundamental,Rural
546,1397150,2018,63.0,1,EJA - Ensino Médio,Urbana
547,40681,2018,63.0,2,EJA - Ensino Médio,Rural
548,1229480,2018,71.0,1,Educação Profissional,Urbana
549,41316,2018,71.0,2,Educação Profissional,Rural
550,206274,2019,11.0,1,Creche - Menor de 1 ano,Urbana
551,5860,2019,11.0,2,Creche - Menor de 1 ano,Rural
552,643730,2019,12.0,1,Creche - 1 ano,Urbana
553,23317,2019,12.0,2,Creche - 1 ano,Rural
554,1152173,2019,13.0,1,Creche - 2 anos,Urbana
555,74075,2019,13.0,2,Creche - 2 anos,Rural
556,1732891,2019,14.0,1,Creche - 3 anos,Urbana
557,180773,2019,14.0,2,Creche - 3 anos,Rural
558,2266764,2019,21.0,1,Pré-escola - 4 anos,Urbana
559,337560,2019,21.0,2,Pré-escola - 4 anos,Rural
560,2313106,2019,22.0,1,Pré-escola - 5 anos,Urbana
561,353291,2019,22.0,2,Pré-escola - 5 anos,Rural
562,2174769,2019,31.0,1,Ens. Fundamental - 1º Ano,Urbana
563,352178,2019,31.0,2,Ens. Fundamental - 1º Ano,Rural
564,2479743,2019,32.0,1,Ens. Fundamental - 1ª série/2º ano,Urbana
565,402847,2019,32.0,2,Ens. Fundamental - 1ª série/2º ano,Rural
566,2669510,2019,33.0,1,Ens. Fundamental - 2ª série/3º ano,Urbana
567,472099,2019,33.0,2,Ens. Fundamental - 2ª série/3º ano,Rural
568,2595400,2019,34.0,1,Ens. Fundamental - 3ª série/4º ano,Urbana
569,463070,2019,34.0,2,Ens. Fundamental - 3ª série/4º ano,Rural
570,2620948,2019,35.0,1,Ens. Fundamental - 4ª série/5º Ano,Urbana
571,470898,2019,35.0,2,Ens. Fundamental - 4ª série/5º Ano,Rural
572,2883490,2019,41.0,1,Ens. Fundamental - 5ª série/6º ano,Urbana
573,407556,2019,41.0,2,Ens. Fundamental - 5ª série/6º ano,Rural
574,2742545,2019,42.0,1,Ens. Fundamental - 6ª série/7º ano,Urbana
575,367019,2019,42.0,2,Ens. Fundamental - 6ª série/7º ano,Rural
576,2512885,2019,43.0,1,Ens. Fundamental - 7ª série/8º ano,Urbana
577,321469,2019,43.0,2,Ens. Fundamental - 7ª série/8º ano,Rural
578,2387830,2019,44.0,1,Ens. Fundamental - 8ª serie/9º ano,Urbana
579,282438,2019,44.0,2,Ens. Fundamental - 8ª serie/9º ano,Rural
580,2813777,2019,51.0,1,Ens. Médio - 1ª série,Urbana
581,155128,2019,51.0,2,Ens. Médio - 1ª série,Rural
582,2216272,2019,52.0,1,Ens. Médio - 2ª série,Urbana
583,118052,2019,52.0,2,Ens. Médio - 2ª série,Rural
584,2016899,2019,53.0,1,Ens. Médio - 3ª série,Urbana
585,100367,2019,53.0,2,Ens. Médio - 3ª série,Rural
586,43181,2019,54.0,1,Ens. Médio - 4ª série,Urbana
587,2215,2019,54.0,2,Ens. Médio - 4ª série,Rural
588,467159,2019,61.0,1,EJA - anos iniciais do Ens. Fundamental,Urbana
589,216449,2019,61.0,2,EJA - anos iniciais do Ens. Fundamental,Rural
590,1107895,2019,62.0,1,EJA - anos finais do Ens. Fundamental,Urbana
591,146080,2019,62.0,2,EJA - anos finais do Ens. Fundamental,Rural
592,1292976,2019,63.0,1,EJA - Ensino Médio,Urbana
593,43109,2019,63.0,2,EJA - Ensino Médio,Rural
594,1205211,2019,71.0,1,Educação Profissional,Urbana
595,32968,2019,71.0,2,Educação Profissional,Rural
